Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Rating Index,Star Image Large,Star Image Small,Power supply,Tuner Type,What test standard was used,Registration Number
58683,Panasonic,TH-P42ST30Z,,New Zealand,Japan,105.668,4770.78,Plasma,0.3,0.3,11.0,110.0,5.0,5.0435150505049,405.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.0435150505049,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0016
58697,Panasonic,TH-P42U30Z,,New Zealand,Japan,105.668,4770.78,Plasma,0.4,0.3,9.0,110.0,5.0,5.0435150505049,405.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.0435150505049,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0015
58698,Panasonic,TH-P42VT30Z,,New Zealand,Japan,105.668,4770.78,Plasma,0.4,0.3,11.0,123.0,4.5,4.54157332860956,453.0,Approved,,,Single product class,Unavailable,2.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,2.54157332860956,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0014
58699,Panasonic,TH-P42X30Z,,New Zealand,Japan,105.668,4770.78,Plasma,0.4,0.3,9.0,88.0,6.0,6.02970480808804,325.0,Approved,,,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.02970480808804,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0013
58700,Panasonic,TH-P46GT30Z,,New Zealand,Japan,116.906,5838.87,Plasma,0.4,0.3,11.0,132.0,5.0,5.02568620736412,486.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.02568620736412,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0012
58719,Panasonic,TH-P50GT30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.4,0.3,11.0,153.0,5.0,5.03260955864605,562.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.03260955864605,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0024
58720,Panasonic,TH-P50ST30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.3,0.3,11.0,153.0,5.0,5.03260955864605,562.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.03260955864605,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0023
58721,Panasonic,TH-P50U30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.4,0.3,9.0,137.0,5.5,5.52075085235946,504.0,Approved,,,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0022
58723,Panasonic,TH-P50VT30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.4,0.3,11.0,153.0,5.0,5.03260955864605,562.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.03260955864605,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0021
58727,Panasonic,TH-P50X30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.4,0.3,9.0,122.0,6.0,6.03859409563743,449.0,Approved,,,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.03859409563743,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0020
58728,Panasonic,TH-P55GT30Z,,New Zealand,Japan,140.051,8376.06,Plasma,0.4,0.3,14.0,164.0,5.5,5.52835472090355,603.0,Approved,,,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52835472090355,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0019
58729,Panasonic,TH-P55ST30Z,,New Zealand,Japan,140.051,8376.06,Plasma,0.3,0.3,14.0,164.0,5.5,5.53579276430023,602.0,Approved,,,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.53579276430023,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0018
58730,Panasonic,TH-P58S20Z,,New Zealand,Japan,147.307,9270.48,Plasma,0.4,0.3,15.0,202.0,5.0,5.02601047479785,741.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.02601047479785,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0017
58874,Panasonic,TH-P42UT30Z,,New Zealand,Japan,105.668,4770.78,Plasma,0.4,0.3,16.0,110.0,5.0,5.03246345398477,406.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.03246345398477,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0026
58875,Panasonic,TH-P50UT30Z,,New Zealand,Japan,126.803,6873.1,Plasma,0.4,0.3,16.0,137.0,5.5,5.52075085235946,504.0,Approved,,,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0025
58905,Panasonic,TH-P65VT30Z,,New Zealand,Japan,164.499,11558.04,Plasma,0.4,0.3,14.0,249.0,5.0,5.01623231046872,913.0,Approved,,,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.01623231046872,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0027
58998,TEAC,LCDV1500DT,,New Zealand,China,39.499,666.38896128,LCD,0.7,0.0,0.0,23.0,5.5,5.66777918403158,88.0,Approved,,,Single product class,Unavailable,3.5,,http://www.teac.co.nz,3.66777918403158,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0030
59080,TEAC,LEDV2205DT,,New Zealand,China,54.687,1277.919504,LCD (LED),0.7,0.0,0.0,36.0,5.0,5.4075704877506,135.0,Approved,,,Single product class,Unavailable,3.0,,http://www.teac.co.nz,3.4075704877506,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0029
59082,Panasonic,TH-P60ST30Z,,New Zealand,Japan,152.591,9948.4,Plasma,0.4,0.3,13.0,193.0,5.5,5.52496036524184,708.0,Approved,,,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52496036524184,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0028
59185,TEAC,LEDV1905DT,,New Zealand,China,47.016,944.348226,LCD (LED),0.7,0.0,0.0,25.0,6.0,6.15460727031347,95.0,Approved,,,Single product class,Unavailable,4.0,,http://www.teac.co.nz,4.15460727031346,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0031
59186,TEAC,LEDV2405DT,,New Zealand,China,59.809,1528.497216,LCD (LED),0.7,0.0,0.0,35.0,6.0,6.04283322525665,132.0,Approved,,,Single product class,Unavailable,4.0,,http://www.teac.co.nz,4.04283322525665,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0032
62312,Thomson,CTF2291,,New Zealand,China,55.073,1296.0,LCD,0.39,0.0,0.0,25.0,7.0,7.07053423979254,94.0,Approved,2022-02-28,,Single product class,Unavailable,5.0,,,5.07053423979254,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0042
62620,TEAC,LEDV1605DT,,New Zealand,China,39.486,666.027,LCD,0.5,0.0,0.0,20.0,6.0,6.32358364125942,76.0,Superseded,2021-12-31,2013-05-21,Single product class,Unavailable,4.0,,http://www.teac.co.nz,4.32358364125942,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0033
63388,Panasonic,TH-P42ST50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,13.0,0.3,100.0,5.5,5.52461983706064,369.0,Superseded,,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52461983706064,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0034
63389,Panasonic,TH-P50ST50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,13.0,0.3,137.0,5.5,5.52075085235946,504.0,Superseded,,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0035
63470,Panasonic,TH-L32X50Z,,New Zealand,Malaysia,80.103,2743.14,LCD (LED),0.3,7.52,0.15,29.54,8.0,8.80956313865946,110.0,Superseded,,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.80956313865946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0036
63695,Panasonic,TH-L32E5Z,,New Zealand,Malaysia,80.103,2743.14,LCD (LED),0.25,8.3,0.15,39.0,7.0,7.57155569904869,145.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,5.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,5.57155569904869,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0037
63696,Panasonic,TH-L42E5Z,,New Zealand,Malaysia,106.697,4863.9,LCD (LED),0.15,13.7,0.15,56.0,8.0,8.14864174230585,206.0,Superseded,2032-02-29,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.14864174230585,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0040
63697,Panasonic,TH-L47E5Z,,New Zealand,Malaysia,119.265,6076.462,LCD (LED),0.15,13.2,0.15,70.0,8.0,8.04089011632996,257.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.04089011632996,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0039
63698,Panasonic,TH-P42UT50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,14.0,0.3,112.0,5.0,5.01978360828753,413.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.01978360828753,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0038
63703,Panasonic,TH-P50UT50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,14.0,0.3,137.0,5.5,5.52075085235946,504.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0041
63742,Panasonic,TH-P42X50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,13.0,0.3,89.0,6.0,6.03881302166937,329.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.03881302166937,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0043
63746,Panasonic,TH-P50X50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,13.0,0.3,122.0,6.0,6.03859409563743,449.0,Superseded,2022-02-28,2013-05-21,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.03859409563743,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0044
63768,Panasonic,TH-L42ET5Z,,New Zealand,"Malaysia,China,Japan",106.697,4863.9,LCD (LED),0.2,15.2,0.15,67.0,7.0,7.33520946174307,247.0,Approved,2022-02-28,,Single product class,Unavailable,5.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,5.33520946174307,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0045
63770,Panasonic,TH-L47ET5Z,,New Zealand,"Malaysia,China,Japan",119.324,6084.0,LCD (LED),0.2,15.2,0.15,82.0,7.0,7.32279107250828,302.0,Approved,2022-02-28,,Single product class,Unavailable,5.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,5.32279107250828,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0046
65928,Panasonic,TH-P65VT50Z,,New Zealand,Thailand,164.499,11558.04,Plasma,0.4,16.0,0.3,222.0,5.5,5.52508755941211,815.0,Approved,2022-05-31,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0047
65929,Panasonic,TH-P65ST50Z,,New Zealand,Thailand,164.499,11558.04,Plasma,0.4,13.0,0.3,199.0,6.0,6.01868721062198,730.0,Approved,2022-05-31,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0048
66063,Panasonic,TH-P60UT50Z,,New Zealand,Thailand,152.591,9948.4,Plasma,0.4,14.0,0.3,180.0,5.5,5.83279025070113,661.0,Approved,2022-06-30,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0049
66064,Panasonic,TH-P60ST50Z,,New Zealand,Thailand,152.591,9948.4,Plasma,0.4,13.0,0.3,173.0,6.0,6.01262444587574,635.0,Approved,2022-06-30,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0050
66065,Panasonic,TH-P60GT50Z,,New Zealand,Thailand,152.591,9948.4,Plasma,0.4,16.0,0.3,172.0,6.0,6.03384668025331,632.0,Approved,2022-06-30,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0051
66264,Panasonic,TH-L32XM5Z,,New Zealand,Malaysia,80.054,2736.16,LCD (LED),0.25,6.4,0.15,34.0,8.0,8.19188533762879,126.0,Approved,2022-06-30,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0052
66265,Panasonic,TH-L32EM5Z,,New Zealand,Malaysia,80.103,2743.14,LCD (LED),0.25,6.9,0.15,42.0,7.0,7.27268363169164,155.0,Approved,2022-06-30,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0053
66430,Panasonic,TH-P50GT50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,21.0,0.3,137.0,5.5,5.51186795526332,505.0,Approved,,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0055
66431,Panasonic,TH-P50U50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,9.0,0.3,137.0,5.5,5.52075085235946,504.0,Approved,,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0057
66434,Panasonic,TH-P55GT50Z,,New Zealand,Thailand,140.051,8376.06,Plasma,0.4,21.0,0.3,164.0,5.5,5.52835472090355,603.0,Approved,,,Single product class,Unavailable,0.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0056
